city,date,posEHF,Euroheat,t2m_daily_mean,utci_daily_mean,heatwave_type
Bologna,2025-10-17,FALSE,FALSE,13.1,13.8,no_event
Bologna,2025-10-18,FALSE,FALSE,13.6,13.6,no_event
Bologna,2025-10-19,FALSE,FALSE,12.6,12.6,no_event
Bologna,2025-10-20,FALSE,FALSE,13.2,12.8,no_event
Bologna,2025-10-21,FALSE,FALSE,13.3,12.9,no_event
Bologna,2025-10-22,FALSE,FALSE,13.8,14.7,no_event
Bologna,2025-10-23,FALSE,FALSE,16.3,12.8,no_event
Bologna,2025-10-24,FALSE,FALSE,15.4,10.7,no_event
Bologna,2025-10-25,FALSE,FALSE,15.1,14.3,no_event
Bologna,2025-10-26,FALSE,FALSE,14,13.9,no_event
Bologna,2025-10-27,FALSE,FALSE,12.2,11.6,no_event
Bologna,2025-10-28,FALSE,FALSE,12.3,12.2,no_event
Bologna,2025-10-29,FALSE,FALSE,14,13.5,no_event
Bologna,2025-10-30,FALSE,FALSE,14.2,12.6,no_event
Bologna,2025-10-31,FALSE,FALSE,14.3,14.8,no_event
Bologna,2025-11-01,FALSE,FALSE,15.4,16.6,no_event
Bologna,2025-11-02,FALSE,FALSE,16.1,14.4,no_event
Bologna,2025-11-03,FALSE,FALSE,13.4,13.1,no_event
Bologna,2025-11-04,FALSE,FALSE,10.8,11.7,no_event
Bologna,2025-11-05,FALSE,FALSE,9.8,10.6,no_event
Bologna,2025-11-06,FALSE,FALSE,9.4,10.2,no_event
Bologna,2025-11-07,FALSE,FALSE,10.4,11.4,no_event
Bologna,2025-11-08,FALSE,FALSE,10.6,10.7,no_event
Bologna,2025-11-09,FALSE,FALSE,8.6,8.2,no_event
Bologna,2025-11-10,FALSE,FALSE,9.1,8.1,no_event
Bologna,2025-11-11,FALSE,FALSE,10,10,no_event
Bologna,2025-11-12,FALSE,FALSE,12,12.5,no_event
Bologna,2025-11-13,FALSE,FALSE,12.6,12.4,no_event
Bologna,2025-11-14,FALSE,FALSE,11.7,11.6,no_event
Bologna,2025-11-15,FALSE,FALSE,12.5,12.5,no_event
Bologna,2025-11-16,FALSE,TRUE,13.4,12.3,euroheat_only
Bologna,2025-11-17,TRUE,TRUE,14,13.5,both
Bologna,2025-11-18,FALSE,FALSE,9,3.4,no_event
Bologna,2025-11-19,FALSE,FALSE,6,5.4,no_event
Bologna,2025-11-20,FALSE,FALSE,6.3,5,no_event
Bologna,2025-11-21,FALSE,FALSE,6.2,4.2,no_event
Bologna,2025-11-22,FALSE,FALSE,4.4,-0.2,no_event
Bologna,2025-11-23,FALSE,FALSE,3.9,1.5,no_event
Bologna,2025-11-24,FALSE,FALSE,5.3,4.3,no_event
Bologna,2025-11-25,FALSE,FALSE,5.2,1.9,no_event
Bologna,2025-11-26,FALSE,FALSE,5.5,2,no_event
Bologna,2025-11-27,FALSE,FALSE,5.6,1.9,no_event
Bologna,2025-11-28,FALSE,FALSE,3.4,0.2,no_event
Bologna,2025-11-29,FALSE,FALSE,3.2,2.5,no_event
Bologna,2025-11-30,FALSE,FALSE,4.1,3.5,no_event
Bologna,2025-12-01,FALSE,FALSE,6.2,5.7,no_event
Bologna,2025-12-02,FALSE,FALSE,7.2,5.9,no_event
Bologna,2025-12-03,FALSE,FALSE,8.5,8.5,no_event
Bologna,2025-12-04,FALSE,FALSE,8.3,7.6,no_event
Bologna,2025-12-05,FALSE,FALSE,8.1,7.3,no_event
Bologna,2025-12-06,FALSE,FALSE,6.7,5.6,no_event
Bologna,2025-12-07,FALSE,FALSE,6.2,4.8,no_event
Bologna,2025-12-08,FALSE,FALSE,6.7,6.8,no_event
Bologna,2025-12-09,FALSE,FALSE,6.4,7.2,no_event
Bologna,2025-12-10,FALSE,FALSE,8.4,8.7,no_event
Bologna,2025-12-11,FALSE,FALSE,7.6,9.4,no_event
Bologna,2025-12-12,FALSE,FALSE,7.9,6,no_event
Bologna,2025-12-13,FALSE,FALSE,6.9,5.4,no_event
Bologna,2025-12-14,FALSE,FALSE,5.5,5.9,no_event
Bologna,2025-12-15,FALSE,FALSE,4.4,4.6,no_event
Bologna,2025-12-16,FALSE,FALSE,6.9,8.4,no_event
Bologna,2025-12-17,FALSE,FALSE,8.6,8,no_event
Bologna,2025-12-18,FALSE,FALSE,9.3,10.4,no_event
Bologna,2025-12-19,FALSE,FALSE,8.8,9.7,no_event
Bologna,2025-12-20,FALSE,FALSE,8.5,10.3,no_event
Bologna,2025-12-21,FALSE,FALSE,8.8,9.5,no_event
Bologna,2025-12-22,FALSE,FALSE,8.3,7.4,no_event
Bologna,2025-12-23,FALSE,FALSE,9.2,9,no_event
Bologna,2025-12-24,FALSE,FALSE,7.1,-3.9,no_event
Bologna,2025-12-25,FALSE,FALSE,6.4,-3.2,no_event
Bologna,2025-12-26,FALSE,FALSE,5,3.4,no_event
Bologna,2025-12-27,FALSE,FALSE,4.5,1.5,no_event
Bologna,2025-12-28,FALSE,FALSE,3.5,2.7,no_event
Bologna,2025-12-29,FALSE,FALSE,3.3,2.2,no_event
Bologna,2025-12-30,FALSE,FALSE,3,1.6,no_event
Bologna,2025-12-31,FALSE,FALSE,2.2,-0,no_event
Geneve,2025-01-01,FALSE,FALSE,1.7,-13.3,no_event
Geneve,2025-01-02,FALSE,FALSE,1.7,-10,no_event
Geneve,2025-01-03,FALSE,FALSE,-0.3,-5.7,no_event
Geneve,2025-01-04,FALSE,FALSE,-1,-12.8,no_event
Geneve,2025-01-05,FALSE,TRUE,5.2,0.7,euroheat_only
Geneve,2025-01-06,FALSE,FALSE,3.5,-2.9,no_event
Geneve,2025-01-07,FALSE,FALSE,1.7,-5.1,no_event
Geneve,2025-01-08,FALSE,FALSE,5.4,-2.8,no_event
Geneve,2025-01-09,FALSE,FALSE,4.5,-1.7,no_event
Geneve,2025-01-10,FALSE,FALSE,1.2,-3.9,no_event
Geneve,2025-01-11,FALSE,FALSE,0.6,-4.2,no_event
Geneve,2025-01-12,FALSE,FALSE,-4.2,-11.2,no_event
Geneve,2025-01-13,FALSE,FALSE,-2.9,-18.2,no_event
Geneve,2025-01-14,FALSE,FALSE,-0.3,-13,no_event
Geneve,2025-01-15,FALSE,FALSE,-0.2,-9.9,no_event
Geneve,2025-01-16,FALSE,FALSE,1,-11.7,no_event
Geneve,2025-01-17,FALSE,FALSE,1.2,-12.4,no_event
Geneve,2025-01-18,FALSE,FALSE,0.9,-12.9,no_event
Geneve,2025-01-19,FALSE,FALSE,1.9,-7.5,no_event
Geneve,2025-01-20,FALSE,FALSE,2,-7.2,no_event
Geneve,2025-01-21,FALSE,FALSE,2.8,-6.7,no_event
Geneve,2025-01-22,FALSE,FALSE,2.5,-8.1,no_event
Geneve,2025-01-23,FALSE,FALSE,3.6,-3.6,no_event
Geneve,2025-01-24,FALSE,FALSE,4.6,-6.5,no_event
Geneve,2025-01-25,FALSE,TRUE,7.3,-2.4,euroheat_only
Geneve,2025-01-26,FALSE,FALSE,3.9,-2.2,no_event
Geneve,2025-01-27,FALSE,FALSE,4.6,-1,no_event
Geneve,2025-01-28,FALSE,FALSE,2.7,-0.4,no_event
Geneve,2025-01-29,FALSE,FALSE,3.4,-5.1,no_event
Geneve,2025-01-30,FALSE,FALSE,2.9,-2.9,no_event
Geneve,2025-01-31,FALSE,FALSE,3,-2.9,no_event
Geneve,2025-02-01,FALSE,FALSE,1.5,-3.4,no_event
Geneve,2025-02-02,FALSE,FALSE,2.1,-5.2,no_event
Geneve,2025-02-03,FALSE,FALSE,1.9,-6.9,no_event
Geneve,2025-02-04,FALSE,FALSE,2.1,-6.2,no_event
Geneve,2025-02-05,FALSE,FALSE,1.3,-6.1,no_event
Geneve,2025-02-06,FALSE,FALSE,0,-6.1,no_event
Geneve,2025-02-07,FALSE,FALSE,1.2,-9.5,no_event
Geneve,2025-02-08,FALSE,FALSE,1.9,-8.7,no_event
Geneve,2025-02-09,FALSE,FALSE,3.4,-2.1,no_event
Geneve,2025-02-10,FALSE,FALSE,4.3,-2.1,no_event
Geneve,2025-02-11,FALSE,FALSE,6.2,1.7,no_event
Geneve,2025-02-12,FALSE,FALSE,6.1,2.2,no_event
Geneve,2025-02-13,FALSE,FALSE,4.7,-0.8,no_event
Geneve,2025-02-14,FALSE,FALSE,0.3,-6,no_event
Geneve,2025-02-15,FALSE,FALSE,0.3,-8.5,no_event
Geneve,2025-02-16,FALSE,FALSE,3.4,-3.9,no_event
Geneve,2025-02-17,FALSE,FALSE,2.7,-4.8,no_event
Geneve,2025-02-18,FALSE,FALSE,2.5,-5.1,no_event
Geneve,2025-02-19,FALSE,FALSE,3.7,-1.8,no_event
Geneve,2025-02-20,FALSE,FALSE,7.1,1.1,no_event
Geneve,2025-02-21,FALSE,FALSE,6.2,0.3,no_event
Geneve,2025-02-22,FALSE,FALSE,6.8,2.3,no_event
Geneve,2025-02-23,FALSE,FALSE,7.4,2.5,no_event
Geneve,2025-02-24,FALSE,FALSE,5.7,-0.5,no_event
Geneve,2025-02-25,FALSE,FALSE,6.1,0.1,no_event
Geneve,2025-02-26,FALSE,FALSE,2.9,-1.2,no_event
Geneve,2025-02-27,FALSE,FALSE,2.9,-2.3,no_event
Geneve,2025-02-28,FALSE,FALSE,2.2,-1.9,no_event
Geneve,2025-03-01,FALSE,FALSE,1.1,-3.5,no_event
Geneve,2025-03-02,FALSE,FALSE,2.6,-3.9,no_event
Geneve,2025-03-03,FALSE,FALSE,3.7,-3.4,no_event
Geneve,2025-03-04,FALSE,FALSE,5.7,-2.2,no_event
Geneve,2025-03-05,FALSE,FALSE,7,-2.1,no_event
Geneve,2025-03-06,FALSE,FALSE,7.9,-1.1,no_event
Geneve,2025-03-07,FALSE,FALSE,8.1,0.1,no_event
Geneve,2025-03-08,FALSE,FALSE,8.5,-0.2,no_event
Geneve,2025-03-09,FALSE,FALSE,9.1,0.8,no_event
Geneve,2025-03-10,FALSE,FALSE,8.6,4.5,no_event
Geneve,2025-03-11,FALSE,FALSE,7.8,4.2,no_event
Geneve,2025-03-12,FALSE,FALSE,5.5,2.4,no_event
Geneve,2025-03-13,FALSE,FALSE,3.4,0.1,no_event
Geneve,2025-03-14,FALSE,FALSE,2.6,-0.3,no_event
Geneve,2025-03-15,FALSE,FALSE,2.6,2.8,no_event
Geneve,2025-03-16,FALSE,FALSE,2.1,1.3,no_event
Geneve,2025-03-17,FALSE,FALSE,3.2,1,no_event
Geneve,2025-03-18,FALSE,FALSE,6.9,1.1,no_event
Geneve,2025-03-19,FALSE,FALSE,8.4,0.5,no_event
Geneve,2025-03-20,FALSE,FALSE,10.4,3.9,no_event
Geneve,2025-03-21,FALSE,FALSE,11.4,3.1,no_event
Geneve,2025-03-22,FALSE,FALSE,10.2,2.1,no_event
Geneve,2025-03-23,FALSE,FALSE,8.5,4.8,no_event
Geneve,2025-03-24,FALSE,FALSE,8.5,4.4,no_event
Geneve,2025-03-25,FALSE,FALSE,7.8,3.9,no_event
Geneve,2025-03-26,FALSE,FALSE,8.3,5,no_event
Geneve,2025-03-27,FALSE,FALSE,7.1,5.2,no_event
Geneve,2025-03-28,FALSE,FALSE,8.1,4.1,no_event
Geneve,2025-03-29,FALSE,FALSE,6.9,3,no_event
Geneve,2025-03-30,FALSE,FALSE,7.5,5.5,no_event
Geneve,2025-03-31,FALSE,FALSE,7.7,3.1,no_event
Geneve,2025-04-01,FALSE,FALSE,5.2,2.5,no_event
Geneve,2025-04-02,FALSE,FALSE,8.9,4.6,no_event
Geneve,2025-04-03,FALSE,FALSE,11.9,8,no_event
Geneve,2025-04-04,FALSE,FALSE,13.8,8.9,no_event
Geneve,2025-04-05,FALSE,TRUE,14.3,9.1,euroheat_only
Geneve,2025-04-06,FALSE,FALSE,10.6,7.4,no_event
Geneve,2025-04-07,FALSE,FALSE,9.3,6.4,no_event
Geneve,2025-04-08,FALSE,FALSE,11.4,7.1,no_event
Geneve,2025-04-09,FALSE,FALSE,11.4,6.9,no_event
Geneve,2025-04-10,FALSE,FALSE,10.6,7.2,no_event
Geneve,2025-04-11,FALSE,FALSE,13.8,9.3,no_event
Geneve,2025-04-12,FALSE,FALSE,13,9.3,no_event
Geneve,2025-04-13,FALSE,FALSE,11.7,10.1,no_event
Geneve,2025-04-14,FALSE,FALSE,12.9,10.5,no_event
Geneve,2025-04-15,FALSE,FALSE,12.4,9.9,no_event
Geneve,2025-04-16,FALSE,FALSE,7.4,3.9,no_event
Geneve,2025-04-17,FALSE,FALSE,4.8,4.5,no_event
Geneve,2025-04-18,FALSE,FALSE,9.1,7.9,no_event
Geneve,2025-04-19,FALSE,FALSE,12.6,4.1,no_event
Geneve,2025-04-20,FALSE,FALSE,11.5,5.9,no_event
Geneve,2025-04-21,FALSE,FALSE,9.7,6.2,no_event
Geneve,2025-04-22,FALSE,FALSE,11.7,8.6,no_event
Geneve,2025-04-23,FALSE,FALSE,9.6,7.5,no_event
Geneve,2025-04-24,FALSE,FALSE,9.1,7.4,no_event
Geneve,2025-04-25,FALSE,FALSE,9.6,6.5,no_event
Geneve,2025-04-26,FALSE,FALSE,11.1,7.8,no_event
Geneve,2025-04-27,FALSE,FALSE,13,9.5,no_event
Geneve,2025-04-28,FALSE,FALSE,14,9.7,no_event
Geneve,2025-04-29,FALSE,FALSE,15.5,10.3,no_event
Geneve,2025-04-30,FALSE,FALSE,16.7,11.9,no_event
Geneve,2025-05-01,FALSE,TRUE,18,13.3,euroheat_only
Geneve,2025-05-02,TRUE,FALSE,18.1,14.7,ehf_only
Geneve,2025-05-03,TRUE,FALSE,16.6,13.9,ehf_only
Geneve,2025-05-04,FALSE,FALSE,14.1,12.1,no_event
Geneve,2025-05-05,FALSE,FALSE,8.9,4.9,no_event
Geneve,2025-05-06,FALSE,FALSE,7.8,6.6,no_event
Geneve,2025-05-07,FALSE,FALSE,7.3,6.1,no_event
Geneve,2025-05-08,FALSE,FALSE,9.8,7.9,no_event
Geneve,2025-05-09,FALSE,FALSE,10.7,6.6,no_event
Geneve,2025-05-10,FALSE,FALSE,13.3,9.3,no_event
Geneve,2025-05-11,FALSE,FALSE,14.1,11.2,no_event
Geneve,2025-05-12,FALSE,FALSE,12.3,9.1,no_event
Geneve,2025-05-13,FALSE,FALSE,13.1,8.8,no_event
Geneve,2025-05-14,FALSE,FALSE,14.5,10.1,no_event
Geneve,2025-05-15,FALSE,FALSE,14.9,9.8,no_event
Geneve,2025-05-16,FALSE,FALSE,11.3,7.9,no_event
Geneve,2025-05-17,FALSE,FALSE,12.8,8.5,no_event
Geneve,2025-05-18,FALSE,FALSE,14.2,10.7,no_event
Geneve,2025-05-19,FALSE,FALSE,14.7,11.8,no_event
Geneve,2025-05-20,FALSE,FALSE,14,10.8,no_event
Geneve,2025-05-21,FALSE,FALSE,14,11.5,no_event
Geneve,2025-05-22,FALSE,FALSE,10.5,5.1,no_event
Geneve,2025-05-23,FALSE,FALSE,10.7,8.4,no_event
Geneve,2025-05-24,FALSE,FALSE,12.1,9.7,no_event
Geneve,2025-05-25,FALSE,FALSE,14.9,11.1,no_event
Geneve,2025-05-26,FALSE,FALSE,13.3,11.1,no_event
Geneve,2025-05-27,FALSE,FALSE,14.2,11.4,no_event
Geneve,2025-05-28,FALSE,FALSE,14.3,10.2,no_event
Geneve,2025-05-29,FALSE,FALSE,16.1,13.9,no_event
Geneve,2025-05-30,FALSE,FALSE,19.7,16.2,no_event
Geneve,2025-05-31,FALSE,TRUE,21.1,17.5,euroheat_only
Geneve,2025-06-01,FALSE,TRUE,20.2,16.8,euroheat_only
Geneve,2025-06-02,FALSE,FALSE,16.4,15.1,no_event
Geneve,2025-06-03,FALSE,FALSE,17.8,16,no_event
Geneve,2025-06-04,FALSE,FALSE,16.3,14.4,no_event
Geneve,2025-06-05,FALSE,FALSE,16.3,14.8,no_event
Geneve,2025-06-06,FALSE,FALSE,18,16.1,no_event
Geneve,2025-06-07,FALSE,FALSE,15.9,14,no_event
Geneve,2025-06-08,FALSE,FALSE,14.4,13.3,no_event
Geneve,2025-06-09,FALSE,FALSE,15.8,15.2,no_event
Geneve,2025-06-10,FALSE,FALSE,19.2,17.1,no_event
Geneve,2025-06-11,FALSE,FALSE,20.4,17.8,no_event
Geneve,2025-06-12,FALSE,FALSE,22.9,19.6,no_event
Geneve,2025-06-13,FALSE,TRUE,24.6,20.6,euroheat_only
Geneve,2025-06-14,TRUE,TRUE,24.9,20.5,both
Geneve,2025-06-15,FALSE,FALSE,20.2,17.8,no_event
Geneve,2025-06-16,FALSE,FALSE,17.1,15.4,no_event
Geneve,2025-06-17,FALSE,FALSE,18,16.1,no_event
Geneve,2025-06-18,FALSE,FALSE,20.9,18.5,no_event
Geneve,2025-06-19,FALSE,FALSE,22.4,19,no_event
Geneve,2025-06-20,FALSE,FALSE,22.9,19.4,no_event
Geneve,2025-06-21,FALSE,FALSE,23.3,18.2,no_event
Geneve,2025-06-22,FALSE,FALSE,24.5,19.1,no_event
Geneve,2025-06-23,FALSE,FALSE,22.7,19.4,no_event
Geneve,2025-06-24,FALSE,FALSE,22.6,20.2,no_event
Geneve,2025-06-25,FALSE,FALSE,25.6,21,no_event
Geneve,2025-06-26,FALSE,FALSE,21.4,18.4,no_event
Geneve,2025-06-27,FALSE,FALSE,21.8,19.2,no_event
Geneve,2025-06-28,FALSE,FALSE,23.2,20,no_event
Geneve,2025-06-29,FALSE,TRUE,25.6,21.8,euroheat_only
Geneve,2025-06-30,FALSE,TRUE,24.8,21.3,euroheat_only
Geneve,2025-07-01,TRUE,TRUE,25,20.1,both
Geneve,2025-07-02,TRUE,TRUE,25.9,20.5,both
Geneve,2025-07-03,FALSE,FALSE,23.6,20.3,no_event
Geneve,2025-07-04,FALSE,FALSE,22.1,19.9,no_event
Geneve,2025-07-05,FALSE,FALSE,23.1,19.9,no_event
Geneve,2025-07-06,FALSE,FALSE,19.7,15.8,no_event
Geneve,2025-07-07,FALSE,FALSE,14.6,13,no_event
Geneve,2025-07-08,FALSE,FALSE,13.7,10.4,no_event
Geneve,2025-07-09,FALSE,FALSE,15.7,11.6,no_event
Geneve,2025-07-10,FALSE,FALSE,17.1,13.8,no_event
Geneve,2025-07-11,FALSE,FALSE,19.3,15.2,no_event
Geneve,2025-07-12,FALSE,FALSE,21.7,17.3,no_event
Geneve,2025-07-13,FALSE,FALSE,22.2,17.7,no_event
Geneve,2025-07-14,FALSE,FALSE,21.3,18.1,no_event
Geneve,2025-07-15,FALSE,FALSE,20.4,16.6,no_event
Geneve,2025-07-16,FALSE,FALSE,19.9,16.1,no_event
Geneve,2025-07-17,FALSE,FALSE,20.5,16.7,no_event
Geneve,2025-07-18,FALSE,FALSE,23,17.5,no_event
Geneve,2025-07-19,FALSE,FALSE,21.6,17,no_event
Geneve,2025-07-20,FALSE,FALSE,21.1,18.4,no_event
Geneve,2025-07-21,FALSE,FALSE,18.8,16.2,no_event
Geneve,2025-07-22,FALSE,FALSE,17.7,15.8,no_event
Geneve,2025-07-23,FALSE,FALSE,18.4,15.9,no_event
Geneve,2025-07-24,FALSE,FALSE,15.9,14.3,no_event
Geneve,2025-07-25,FALSE,FALSE,16.5,13.8,no_event
Geneve,2025-07-26,FALSE,FALSE,17.4,14.8,no_event
Geneve,2025-07-27,FALSE,FALSE,16,14.3,no_event
Geneve,2025-07-28,FALSE,FALSE,14.2,11.2,no_event
Geneve,2025-07-29,FALSE,FALSE,15.4,12.2,no_event
Geneve,2025-07-30,FALSE,FALSE,17.1,13.2,no_event
Geneve,2025-07-31,FALSE,FALSE,18.4,14.3,no_event
Geneve,2025-08-01,FALSE,FALSE,18.6,15.5,no_event
Geneve,2025-08-02,FALSE,FALSE,15.5,11.9,no_event
Geneve,2025-08-03,FALSE,FALSE,15.6,12.4,no_event
Geneve,2025-08-04,FALSE,FALSE,19,15.3,no_event
Geneve,2025-08-05,FALSE,FALSE,20.7,16.3,no_event
Geneve,2025-08-06,FALSE,FALSE,18,16.9,no_event
Geneve,2025-08-07,FALSE,FALSE,22.2,18,no_event
Geneve,2025-08-08,FALSE,FALSE,24.7,19.6,no_event
Geneve,2025-08-09,FALSE,FALSE,26.4,20.9,no_event
Geneve,2025-08-10,FALSE,FALSE,24.9,20.5,no_event
Geneve,2025-08-11,FALSE,FALSE,25.4,21.4,no_event
Geneve,2025-08-12,TRUE,TRUE,28.3,21.4,both
Geneve,2025-08-13,TRUE,TRUE,28.6,21,both
Geneve,2025-08-14,TRUE,TRUE,26.4,19.8,both
Geneve,2025-08-15,TRUE,FALSE,24.8,18.6,ehf_only
Geneve,2025-08-16,FALSE,FALSE,23.9,17.6,no_event
Geneve,2025-08-17,FALSE,FALSE,21.5,17.2,no_event
Geneve,2025-08-18,FALSE,FALSE,23.1,17.8,no_event
Geneve,2025-08-19,FALSE,FALSE,22.3,17.8,no_event
Geneve,2025-08-20,FALSE,FALSE,17,15.1,no_event
Geneve,2025-08-21,FALSE,FALSE,15.9,13,no_event
Geneve,2025-08-22,FALSE,FALSE,17.6,14.8,no_event
Geneve,2025-08-23,FALSE,FALSE,16.5,13.8,no_event
Geneve,2025-08-24,FALSE,FALSE,17.1,14,no_event
Geneve,2025-08-25,FALSE,FALSE,20.3,14.4,no_event
Geneve,2025-08-26,FALSE,FALSE,21.9,16.4,no_event
Geneve,2025-08-27,FALSE,FALSE,21.1,17,no_event
Geneve,2025-08-28,FALSE,FALSE,17.6,14.6,no_event
Geneve,2025-08-29,FALSE,FALSE,15.4,13.8,no_event
Geneve,2025-08-30,FALSE,FALSE,15,12.4,no_event
Geneve,2025-08-31,FALSE,FALSE,18.7,15.5,no_event
Geneve,2025-09-01,FALSE,FALSE,15.8,13.4,no_event
Geneve,2025-09-02,FALSE,FALSE,14.9,12.2,no_event
Geneve,2025-09-03,FALSE,FALSE,18.6,16.5,no_event
Geneve,2025-09-04,FALSE,FALSE,17.4,14.7,no_event
Geneve,2025-09-05,FALSE,FALSE,14.4,11.6,no_event
Geneve,2025-09-06,FALSE,FALSE,16.7,11.8,no_event
Geneve,2025-09-07,FALSE,FALSE,19.3,15.3,no_event
Geneve,2025-09-08,FALSE,FALSE,17.6,12.9,no_event
Geneve,2025-09-09,FALSE,FALSE,16.5,14.6,no_event
Geneve,2025-09-10,FALSE,FALSE,15.4,12.5,no_event
Geneve,2025-09-11,FALSE,FALSE,14.7,11.5,no_event
Geneve,2025-09-12,FALSE,FALSE,14.6,11.1,no_event
Geneve,2025-09-13,FALSE,FALSE,14.5,10.1,no_event
Geneve,2025-09-14,FALSE,FALSE,15.2,12.2,no_event
Geneve,2025-09-15,FALSE,FALSE,17.6,14.7,no_event
Geneve,2025-09-16,FALSE,FALSE,13.4,12.2,no_event
Geneve,2025-09-17,FALSE,FALSE,14.9,13.3,no_event
Geneve,2025-09-18,FALSE,FALSE,18.1,14.7,no_event
Geneve,2025-09-19,FALSE,FALSE,19,15.2,no_event
Geneve,2025-09-20,FALSE,FALSE,19.8,16.7,no_event
Geneve,2025-09-21,FALSE,FALSE,17,14.7,no_event
Geneve,2025-09-22,FALSE,FALSE,13,12,no_event
Geneve,2025-09-23,FALSE,FALSE,10.6,8,no_event
Geneve,2025-09-24,FALSE,FALSE,10,7.1,no_event
Geneve,2025-09-25,FALSE,FALSE,9.9,7.4,no_event
Geneve,2025-09-26,FALSE,FALSE,10,5.7,no_event
Geneve,2025-09-27,FALSE,FALSE,11.1,6,no_event
Geneve,2025-09-28,FALSE,FALSE,12.5,6.5,no_event
Geneve,2025-09-29,FALSE,FALSE,12.1,7.1,no_event
Geneve,2025-09-30,FALSE,FALSE,11.4,6.3,no_event
Geneve,2025-10-01,FALSE,FALSE,10.1,5.6,no_event
Geneve,2025-10-02,FALSE,FALSE,9.2,4.1,no_event
Geneve,2025-10-03,FALSE,FALSE,11,5.9,no_event
Geneve,2025-10-04,FALSE,FALSE,11.7,7.8,no_event
Geneve,2025-10-05,FALSE,FALSE,8,3.9,no_event
Geneve,2025-10-06,FALSE,FALSE,9,4.9,no_event
Geneve,2025-10-07,FALSE,FALSE,10.9,7.4,no_event
Geneve,2025-10-08,FALSE,FALSE,12,9.4,no_event
Geneve,2025-10-09,FALSE,FALSE,11.9,9,no_event
Geneve,2025-10-10,FALSE,FALSE,11.9,10.4,no_event
Geneve,2025-10-11,FALSE,FALSE,11.6,10,no_event
Geneve,2025-10-12,FALSE,FALSE,11.2,8.9,no_event
Geneve,2025-10-13,FALSE,FALSE,11.4,7.9,no_event
Geneve,2025-10-14,FALSE,FALSE,10.9,7.9,no_event
Geneve,2025-10-15,FALSE,FALSE,9.5,7.2,no_event
Geneve,2025-10-16,FALSE,FALSE,9.7,6.3,no_event
Geneve,2025-10-17,FALSE,FALSE,9,5.1,no_event
Geneve,2025-10-18,FALSE,FALSE,9.3,4.6,no_event
Geneve,2025-10-19,FALSE,FALSE,10.1,5.9,no_event
Geneve,2025-10-20,FALSE,FALSE,10,2.9,no_event
Geneve,2025-10-21,FALSE,FALSE,11.5,6,no_event
Geneve,2025-10-22,FALSE,FALSE,13.4,7.9,no_event
Geneve,2025-10-23,FALSE,FALSE,10.6,3.5,no_event
Geneve,2025-10-24,FALSE,FALSE,6.6,0.5,no_event
Geneve,2025-10-25,FALSE,FALSE,8.2,2.4,no_event
Geneve,2025-10-26,FALSE,FALSE,5.6,-0.4,no_event
Geneve,2025-10-27,FALSE,FALSE,5.7,-1.4,no_event
Geneve,2025-10-28,FALSE,FALSE,8.9,4,no_event
Geneve,2025-10-29,FALSE,FALSE,9.3,2.8,no_event
Geneve,2025-10-30,FALSE,FALSE,10.3,5.4,no_event
Geneve,2025-10-31,FALSE,FALSE,10.1,4.8,no_event
Geneve,2025-11-01,FALSE,FALSE,11.4,5.3,no_event
Geneve,2025-11-02,FALSE,FALSE,9.6,3.7,no_event
Geneve,2025-11-03,FALSE,FALSE,8.2,1.5,no_event
Geneve,2025-11-04,FALSE,FALSE,8.2,2.8,no_event
Geneve,2025-11-05,FALSE,FALSE,7.6,2,no_event
Geneve,2025-11-06,FALSE,FALSE,7.7,3,no_event
Geneve,2025-11-07,FALSE,FALSE,8.6,3,no_event
Geneve,2025-11-08,FALSE,FALSE,8,2.6,no_event
Geneve,2025-11-09,FALSE,FALSE,7.7,1.3,no_event
Geneve,2025-11-10,FALSE,FALSE,7.5,1.8,no_event
Geneve,2025-11-11,FALSE,FALSE,8.6,2,no_event
Geneve,2025-11-12,FALSE,FALSE,8.1,1.8,no_event
Geneve,2025-11-13,FALSE,FALSE,9.8,2.4,no_event
Geneve,2025-11-14,FALSE,FALSE,10.1,1.7,no_event
Geneve,2025-11-15,FALSE,TRUE,9.9,3.5,euroheat_only
Geneve,2025-11-16,FALSE,FALSE,7.6,1.7,no_event
Geneve,2025-11-17,FALSE,FALSE,5.1,-0.9,no_event
Geneve,2025-11-18,FALSE,FALSE,1.4,-1.9,no_event
Geneve,2025-11-19,FALSE,FALSE,0.5,-3.1,no_event
Geneve,2025-11-20,FALSE,FALSE,-1,-5.7,no_event
Geneve,2025-11-21,FALSE,FALSE,-3.1,-10.6,no_event
Geneve,2025-11-22,FALSE,FALSE,-4,-13.5,no_event
Geneve,2025-11-23,FALSE,FALSE,-1.2,-11.5,no_event
Geneve,2025-11-24,FALSE,FALSE,5.1,-0.4,no_event
Geneve,2025-11-25,FALSE,FALSE,1.1,-5.9,no_event
Geneve,2025-11-26,FALSE,FALSE,0.6,-5.4,no_event
Geneve,2025-11-27,FALSE,FALSE,-0.9,-8.2,no_event
Geneve,2025-11-28,FALSE,FALSE,0.3,-11.7,no_event
Geneve,2025-11-29,FALSE,FALSE,3.4,-4.5,no_event
Geneve,2025-11-30,FALSE,FALSE,3.5,-2.8,no_event
Geneve,2025-12-01,FALSE,FALSE,1.9,-4.5,no_event
